REVIEW_TITLE|SCORE|ROLE|PROS|CONS|DATE|STATUS|LOCATION|tiempoCategoria|categoriaStatus
Excelente ambiente laboral|5|Empleado anónimo|Los empleados trabajan mejor, la virtualidad se convierte en un factor de motivación dado que no debemos exponernos a peligros y/o robos adicional se convierte en un hogar|Que los empleados se puedan afectar por un mal ambiente laboral|2022-10-21|Current Employee, Less Than 1 Year|Unknown|0|Empleado
Full Stack Developer|4|Desarrollador Full Stack|Certificaciones en Cloud. Buen ambiente laboral.|Burocratico. Aunque estan trabajando en mejorar, hay exceso de procedimientos para casa situación.|2023-01-09|Current Employee, More Than 8 Years|Buenos Aires|8|Empleado
decente|5|Líder del equipo RPA|comodo para trabajar buenos beneficios|la competencia es dificil internamente y no permite crecer|2023-01-19|Current Employee|Rosario, Santa Fe|Desconocida|Empleado
Coordinar el equipo y mejoras en los procesos|5|jefe de equipo|- Grandes oportunidades de crecimiento_x000D_ - Todo lo que sueñes lo puedes lograr, todo depende de ti_x000D_ - Buena remuneración_x000D_ - Excelente ambiente laboral_x000D_ - Muchos beneficios_x000D_ - Trabajo en casa|Grandes oportunidades de crecimiento_x000D_ - Todo lo que sueñes lo puedes lograr, todo depende de ti_x000D_ - Buena remuneración_x000D_ - Excelente ambiente laboral_x000D_ - Muchos beneficios_x000D_ - Trabajo en casa|2022-10-04|Current Employee, More Than 3 Years|Bogotá, Bogota|3|Empleado
Buen semillero|3|Probador de control de calidad manual|Muchas capacitaciones pagas incluidas, multinacional (sin oportunidad de cambiar de proyecto a uno del exterior)|Burocracia, resistencia al aumento de sueldo, herramientas de desarrollo viejas.|2022-12-26|Current Employee|Unknown|Desconocida|Empleado
Mal clima laboral|2|Desarrollador de software|Sueldo acorde Prepaga para grupo familiar Pago de Internet mensual Plataforma de estudio Certificaciones|Clima laboral malo Jefes, no líderes Se fomenta la búsqueda de culpables, no de soluciones Poca organización del trabajo|2022-12-16|Current Employee, More Than 3 Years|Buenos Aires|3|Empleado
toma tu decisión|4|Analista De Calidad De Software|-Empresa con reconocimiento internacional -Capacitaciones contantes -Una cartera bastante completa de clientes|-No se realizan evaluaciones anuales remuneradas -El seguimiento para el relevamiento de tu trabajo es intenso para dar respuesta inmediata al cliente, caso contrario con la gestión humada.|2022-11-29|Current Employee, More Than 1 Year|Buenos Aires|1|Empleado
Remuneración justa|5|Gerente de TI|Depende del gerente que te toque. Siempre se puede obtener un sueldo justo.|En ocasiones hay gerentes que no utilizan todas sus oportunidades y herramientas para recompensar al empleado.|2022-12-19|Current Employee, More Than 5 Years|Unknown|5|Empleado
Analista de reclamos|4|FIN y asociado comercial administrativo|Beneficios de la compañía Buen ambiente laboral Oportunidad de crecimiento Inclusión Capacitación Variedad de cursos|El salario es bueno, sin embargo, debería ser mejor teniendo en cuenta el estudio y experiencia.|2022-12-15|Current Employee, Less Than 1 Year|Bogotá, Bogota|0|Empleado
Desarrollador plsql|4|DesarrolladorPL/SQL|Buenos beneficios Buen trabajo para quienes busquen su primer laburo|Sueldos por debajo de la competencia|2023-01-13|Former Employee, More Than 3 Years|Unknown|3|Empleado
Desarrollo profesional|5|Analista de Negocios TI|Prestaciones superiores de ley Desarrollo profesional|Procesos de promoción demasiado lentos|2023-01-18|Current Employee, More Than 1 Year|Ciudad De Mexico|1|Empleado
Good|2|ingeniero de software|muy buenas ventajas y experienca|no hay ninguna desventaja par ami|2023-01-25|Former Employee, More Than 1 Year|Santiago|1|Empleado
Idc atm|3|Ingeniero de campo a cajeros automáticos|Prestaciones Días flotantes Caja de ahorro Seguros de gastos médicos Pago de horas extras|El sueldo nunca sube Falta de estímulos Mucha burocracia Mucho trabajo administrativo Falta de capacitación|2022-10-18|Current Employee, More Than 3 Years|Tlaxcala, Tlaxcala|3|Empleado
Proyecto Transbank|4|Coordinador de Servicios Generales|Pertenecer a una de las organizaciones con mas prestigio a nivel mundial, ademas de tener una estabilidad laboral y salario acorde al mercado.|A menudo el trabajo y la responsabilidad que se toma, requiere de dedicar varias horas, incluso fines de semana.|2022-10-18|Current Employee, More Than 10 Years|Santiago|10|Empleado
Betzabé Zurita|5|Desarrollador de aplicaciones|Aprendizaje, flexiblidad en el aprendizaje. Se crece dentro de la compañía.|No tengo contras, mi labor es muy útil para los clientes.|2022-12-19|Current Employee, Less Than 1 Year|Medellín, Antioquia|0|Empleado
OK|4|Desarrollador De Software|Mucho laburo para aprender haciendo|La inflacion siempre te come el sueldo|2023-01-20|Current Employee|Buenos Aires|Desconocida|Empleado
OK|4|Desarrollador De Software|Mucho laburo para aprender haciendo|La inflacion siempre te come el sueldo|2023-01-20|Current Employee|Buenos Aires|Desconocida|Empleado
IBM|4|Consultor ABAP Senior|Aprendizaje constante y beneficios corporativos|Los sueldos pierden respecto a la inflación del pais|2023-01-16|Current Employee, More Than 10 Years|Buenos Aires|10|Empleado
Evolución de un profesional|5|Asociado|Para una estudiante próximo a egresar es una buena oportunidad para adentrarse al mundo laboral, te permite no solo mejorar tus habilidades sino adquirir nuevas|Puestos solo para estudiantes Depende del equipo, el ambiente laboral|2022-11-29|Current Employee, Less Than 1 Year|Guadalajara, Jalisco|0|Empleado
no recomendable para quien busca crecer en una empresa de calidad|3|Contador Público|trabajo estable experiencia en multiples proyectos|Pocas oportunidades de carrera , multitarea sin remuneracion, no hay capacitación de profesionales entrenados , los jefes no son buenos lideres , algo mediocre para lo se espera llega a ser frustante, demaciada burocracia bastantes cursos de seguridad que no aportan casi nada. se concentran es en cobrar en vez de dar un buen servicio al cliente, la contabilidad para ibm es solo un negocio, estan perjudicando la profesion ya que contratan gente con poca formación y subcontratan a bajos precios, sin darles formación posteriormente quedan a la deriva con proyectos muy demandante.|2022-07-21|Former Employee|Unknown|Desconocida|Exempleado
Associare|4|Asociado|Grandes condiciones de trabajo y balance|Nada destacable, buena empresa para trabajar|2023-01-18|Current Employee|Unknown|Desconocida|Empleado
Excelente ambiente laboral|5|Empleado anónimo|Las personas que trabajan ahi son muy agradables|El trabajo es muy pesado para lo que pagan|2022-12-13|Former Employee, Less Than 1 Year|Guadalajara, Jalisco|0|Empleado
Excelente balance profesional y laboral|5|Ejecutivo De Ventas|Mi empresa es una gran empresa para trabajar permite un muy buen balance entre lo profesional y lo personal. Flexibilidad horaria y muchas posibilidades a la hora de hacer carrera.|Creo q aplicar la estrategia corporativa de Américas es un error en Argentina.|2022-11-12|Current Employee, More Than 10 Years|Buenos Aires|10|Empleado
Bastante regular|2|Analista de finanzas|Cursos Udemy._x000D_ Networking._x000D_ Ideal para personas sin experiencia.|Los proyectos no motivan a implementar nuevas ideas._x000D_ Demasiada burocracia y no hay nuevas tecnologías._x000D_ Exceso de laburo, no se preocupan ni se ocupan por la salud mental de sus empleados._x000D_ Machismo._x000D_ Sueldos muy bajos, ellos lo saben y no hacen algo por mejorar._x000D_ No se valora al empleado en general, todo se basa en cuanto le cuesta a la empresa._x000D_ No existe claridad en el plan de carrera._x000D_ Hay que lidiar con clientes groseros, sin opción a hacer cambios, machistas._x000D_ Los cargos directivos dejan mucho que desear.|2022-08-19|Former Employee, More Than 3 Years|Buenos Aires|3|Empleado
Como fue trabajr 10 años en ibm|3|jefe de equipo|Buena obra social. Buen manejo del tiempo. Te motivan a estudiar|Mal sueldo, hubo años que el aumento fue del 0% y otros el 2% o el 6% anual|2022-11-19|Former Employee, More Than 8 Years|Unknown|8|Empleado
Superior a la media del mercado laboral|4|Desarrollador móvil|Sueldos muy buenos, prestaciones muy buenas, es una muy buena empresa y superior a la media del mercado laboral.|Es algo complicado subir, se requiere bastante esfuerzo y en ocasiones, un poco de suerte.|2022-10-25|Current Employee, More Than 5 Years|Ciudad De Mexico|5|Empleado
David Botia|5|Desarrollador de software|Adquisición de conocimiento Oportunidades laborales y de crecimiento Buena remuneración de trabajo Flexibilidad de trabajo(horas y lugar de trabajo) Posibilidad de cambio de area y adquicion de conocimiento de nuevas areas.|Ninguna hasta mi punto de vista.|2022-10-20|Current Employee, Less Than 1 Year|Bogota, Cundinamarca|0|Empleado
Depende el proyecto|3|Desarrollador Java Junior|Importante empresa, sueldos siempre a tiempo y forma|Se crea una falsa realidad de IBM (almenos en argentina) en la cual no todo es tan rosa como te lo dicen, Hay muchos errores en codigo, malas practicas, Depdene el proyecto eh estado pidiendo que porfavor me cambien por climas laborales horribles como proyectos normales|2022-10-04|Current Employee, More Than 1 Year|Buenos Aires|1|Empleado
Lider técnico|4|Consultor|Es una empresa que da estabilidad laboral a pesar de las adversidades que hemos vivido, el ambiente laboral es excelente existen personas con profesionalismo con quienes uno puede contar|No tengo comentarios al respecto|2022-10-04|Current Employee, More Than 5 Years|Unknown|5|Empleado
Buenísimo|5|Pasantia|Muy buen equipo Buena gente, todos buenos compañeros entre sí Siempre dispuestos a ayudar y hacerte sentir bienvenida Quieren que te guste lo que haces Si no te gusta en lo que estas trabajando te podes cambiar de área|Los salarios no suelen ser tan altos comparado con otras empresas multinacionales.|2022-11-02|Current Employee|Unknown|Desconocida|Empleado
Buena empresa.|5|Desarrollador de software|Buenas prestaciones, transporte, plan de jubilación.|A veces es difícil un aumento de sueldo.|2023-01-05|Current Employee, More Than 5 Years|El Salto, Jalisco|5|Empleado
Fin & Admin Business Associate|4|Analista financiero|estabilidad laboral, apoyo economico del fonDo de empleados y excelente ambiente laboral|horarios poco flexibles, pocas remuneraciones extras|2022-10-19|Current Employee, Less Than 1 Year|Bogotá, Bogota|0|Empleado
retroalimentación|5|Especialista en entrega de procesos de negocio.|la disposición de lideres y empleados para el apoyo al personal nuevo y las multiples formas de dar enseñanza y educación empresarial|no tengo ninguna por el momento|2022-10-03|Current Employee, Less Than 1 Year|Bogotá, Bogota|0|Empleado
Excelente lugar para trabajar|5|Especialista - Automatización de Pruebas|Prestaciones, SGMM, aguinaldo, reparto de utilidades, caja de ahorro. Te valoran como empleado y persona. Te dan la oportunidad de desarrollarte profesionalmente con cursos y certificaciones.|Se suele trabajar fuera de horario.|2022-11-29|Current Employee, More Than 1 Year|Guadalajara, Jalisco|1|Empleado
Buena empresa para crecer|4|Asistente Administrativo|-No se hace micro management, por lo que se puede ser bastante independiente y proactivo._x000D_ -Se impulsa a aprender nuevos skills diferentes y relacionados al rol._x000D_ -Trabajo flexible, debido a que se van pocas veces a la oficina. _x000D_ -Buen balance entre trabajo y vida personal._x000D_ -Salario competitivo.|-Puede existir desorganización en la parte de management._x000D_ -No es tan fácil crecer de manera vertical u horizontal.|2022-09-25|Current Employee, More Than 1 Year|Heredia|1|Empleado
Mi experiencia|4|Fuente de adquisición de talento|A comparación de otras empresas, tienen un excelente ambiente laboral incluso en posiciones relacionadas con call center y tech support, tienes oportunidades de crecimiento profesional y personal, hay mucho apoyo entre IBMers, horarios flexibles y te permiten tener un equilibrio entre lo personal y lo laboral.|En ocasiones llevas mucha carga de trabajo por la variedad de proyectos en los que te animas a participar, te ayudan pero si no tienes un buen manejo de tu tiempo esto mismo puede ser contra producente además deberían estar más abiertos a trabajar en una modalidad de 100% HO ya que es un modelo que le ha funcionado a otras empresas y que la mayoría busca.|2022-04-13|Current Employee, More Than 1 Year|Ciudad De Mexico|1|Empleado
Buen lugar para trabajar|3|jefe de equipo|Flexibilidad, beneficios, buen ambiente de trabajo|Salarios por debajo de la media del mercado|2023-01-02|Current Employee, More Than 8 Years|Buenos Aires|8|Empleado
Una excelente empresa para trabajar|5|ingeniero de software|En esta empresa y en el equipo del cual formo parte, hay un ambiente laboral muy bueno, donde tenemos mucha flexibilidad con nuestros horarios de trabajo, siempre y cuando cumplamos con nuestro trabajo. También contamos con muchas vacaciones y la mayoría de las personas que trabajan ahí son muy amables y serviciales, por lo tanto yo también intento ser servicial y ayudar a los que me piden ayuda. Tenemos la opción de hacer 100% home office.|Hasta el momento no he tenido ninguna experiencia negativa.|2022-08-11|Current Employee|Unknown|Desconocida|Empleado
Excelente empresa para empezar tu carrera como programador|5|Desarrollador Java|Muy sano ambiente de trabajo, aprendes mucho, te dan muchas oportunidades para que crezcas y se preocupan mucho por ti, los jefes parecen tus compañeros por lo tanto no hay esa “tóxica” relación como en otras empresas. Es excelente para empezar si buscas trabajo al terminar la universidad.|Algunos proyectos no son remotos y la paga es buena al principio pero no aumenta tanto después de un tiempo.|2022-08-14|Current Employee, More Than 1 Year|Guadalajara, Jalisco|1|Empleado
